,Title,Summary,Name
174,The Beta Test Initiation,Leonard and Penny develop a system to ensure their dates go smoothly. Raj finally finds a woman he can talk to - the virtual assistant on his mobile phone.,Big Bang Theory
175,The Friendship Contraction,"Leonard signs out of his roommate agreement, reducing himself and Sheldon to mere acquaintances, while Howard tries to think of a cool astronaut nickname for himself.",Big Bang Theory
176,The Vacation Solution,"When the university forces Sheldon to use vacation days, he decides to hang out in Amy's lab. Howard becomes upset when he hears Bernadette wants him to sign a prenuptial agreement.",Big Bang Theory
177,The Rothman Disintegration,Sheldon battles Kripke for a coveted office at the university. Penny receives a very unusual gift from Amy.,Big Bang Theory
178,The Werewolf Transformation,"Sheldon wreaks havoc when he tries to get a haircut from his regular barber, who is ill. Howard runs into a few problems with astronaut training.",Big Bang Theory
179,The Weekend Vortex,Sheldon has to choose between joining Amy at her aunt's birthday party or playing videogames all weekend with the guys.,Big Bang Theory
180,The Transporter Malfunction,Raj gets quite a surprise when he asks his parents to set him up on a date. Penny buys Leonard and Sheldon a pair of Star Trek keepsake collectibles.,Big Bang Theory
181,The Hawking Excitation,"Sheldon uses any and all means to meet his hero, Dr. Stephen Hawking.",Big Bang Theory
182,The Stag Convergence,"The guys throw Howard a bachelor party, and some embarrassing details about his life get posted on the Internet.",Big Bang Theory
183,The Launch Acceleration,"NASA cancel, and later reinstate Howard's mission into space, coinciding with his wedding. Leonard inadvertently jeopardizes his relationship with Penny.",Big Bang Theory
184,The Countdown Reflection,"As Howard prepares for his mission into space, flashbacks show the recent events leading up to his and Bernadette's wedding.",Big Bang Theory
185,The Date Night Variable,Raj crashes Sheldon and Amy's second anniversary and interferes in Leonard and Penny's relationship. Howard gets caught in the middle of an argument between Bernadette and his mother.,Big Bang Theory
186,The Decoupling Fluctuation,"Penny continues to have doubts about her relationship with Leonard. Meanwhile, Howard becomes the target of practical jokes on the space station.",Big Bang Theory
187,The Higgs Boson Observation,"When Sheldon hires a female grad student to assist him, a jealous Amy asks Penny to help her spy on them. On the space station, Howard begins behaving erratically.",Big Bang Theory
188,The Re-Entry Minimization,Howard is offended when his return from space is met with little fanfare. Penny and Amy take on Sheldon and Leonard during game night.,Big Bang Theory
189,The Holographic Excitation,"While Raj plans Stuart's Halloween party at the comic book store, Howard annoys the rest of the gang by constantly talking about space, and Penny tries to take more of an interest in Leonard's work.",Big Bang Theory
190,The Extract Obliteration,Penny enrolls in a college class and keeps it a secret from Leonard. Sheldon causes conflict with Dr. Stephen Hawking over an online game.,Big Bang Theory
191,The Habitation Configuration,"Howard makes a decision whether or not to move out of his mother's house, while Sheldon is caught in the middle of an argument between Amy and Wil Wheaton.",Big Bang Theory
192,The 43 Peculiarity,"Leonard feels threatened after hearing about Penny's study partner at school, while Howard and Raj become determined to find out one of Sheldon's secrets.",Big Bang Theory
193,The Parking Spot Escalation,The gang are drawn into a fight between Howard and Sheldon over Sheldon's vacant parking spot at the university.,Big Bang Theory
194,The Fish Guts Displacement,"Howard tries to bond with Bernadette's father during a fishing trip. When Sheldon is obligated to take care of a sick Amy, she finds ways to take advantage of the situation.",Big Bang Theory
195,The Santa Simulation,The girls take Raj out to a nightclub to find him a date. A game of Dungeons and Dragons rekindle old memories of Santa for Sheldon.,Big Bang Theory
196,The Egg Salad Equivalency,"When Penny finds out Alex has a crush on Leonard, Sheldon gets himself and the rest of the guys in trouble with Human Resources whilst trying to solve the problem.",Big Bang Theory
197,The Bakersfield Expedition,"The guys are stranded in the middle of nowhere when Leonard's car is stolen on the way to the Bakersfield Comic-Con. Back home, the girls try to figure out why the guys are so fascinated with comic books.",Big Bang Theory
198,The Cooper/Kripke Inversion,Sheldon is forced to work with Kripke on a project and must concoct an elaborate lie when he can't hold up his end of the work. Howard and Raj get superhero figurines made of themselves.,Big Bang Theory
199,The Spoiler Alert Segmentation,"Leonard moves in with Penny after a fight with Sheldon, which causes Amy to want to move in with Sheldon. Meanwhile, Raj has a frightening experience with Howard's mother.",Big Bang Theory
200,The Tangible Affection Proof,"Sheldon gets Alex to buy a Valentine's Day gift for Amy. Leonard, Penny, Howard and Bernadette have a disastrous dinner together. Raj and Stuart host a ""Lonely People"" party at the comic book store.",Big Bang Theory
201,The Monster Isolation,"Raj falls apart after his date sneaks out on him, and Sheldon reluctantly returns the favor after Penny helps him out with his ""Fun With Flags"" program.",Big Bang Theory
202,The Contractual Obligation Implementation,"Leonard, Sheldon and Howard give lectures on science to junior high students. The girls ditch work to go to Disneyland. Raj devises a date for Lucy that fixes their social anxiety problems.",Big Bang Theory
203,The Closet Reconfiguration,Howard becomes upset when Sheldon finds a letter from his estranged father whilst cleaning out his and Bernadette's closet.,Big Bang Theory
204,The Tenure Turbulence,"Leonard, Sheldon, Raj and Kripke battle for tenure at the university.",Big Bang Theory
205,The Closure Alternative,Amy tries to help a depressed Sheldon find closure when one of his favorite TV shows is canceled. Raj becomes paranoid when he finds Lucy's blog.,Big Bang Theory
206,The Proton Resurgence,Bernadette and Howard offer to watch Raj's dog and live to regret it. Leonard and Sheldon hire their favorite childhood star to make an appearance.,Big Bang Theory
207,The Love Spell Potential,"A date between Raj and Lucy takes both of them out of their comfort zones. After a trip to Las Vegas goes awry, the girls join in on a Dungeons and Dragons game, which causes Amy and Sheldon to re-evaluate their relationship.",Big Bang Theory
208,The Bon Voyage Reaction,"Penny is thrown for a loop when Leonard is offered a job overseas, but the news is an even bigger shock to Sheldon. Raj and Lucy's relationship comes to a crossroad.",Big Bang Theory
209,The Hofstadter Insufficiency,Sheldon and Penny bond over missing Leonard. Howard tries to help Raj get over his breakup with Lucy. Amy and Bernadette take a trip together to a biology convention.,Big Bang Theory
210,The Deception Verification,Sheldon feels betrayed when Leonard returns from the North Sea and wants to spend his time with Penny instead of him. Howard's latest foray into helping his mother has some disastrous side effects.,Big Bang Theory
211,The Scavenger Vortex,The gang get competitive when they are forced to take part in Raj's scavenger hunt.,Big Bang Theory
212,The Raiders Minimization,"Sheldon gets mad at Amy for ruining one of his favorite movies, Raj and Stuart try to make their online dating profiles more appealing, and Leonard tries to play the sympathy card with Penny.",Big Bang Theory
213,The Workplace Proximity,"After a fight with Bernadette, Howard ends up on Raj's couch. Sheldon and Amy clash when Amy takes a job at the university.",Big Bang Theory
214,The Romance Resonance,Howard plans something special to celebrate the anniversary of his first date with Bernadette. Sheldon is conflicted when he makes a major scientific breakthrough but some details have to be corrected.,Big Bang Theory
215,The Proton Displacement,"Sheldon seeks payback when Arthur ""Professor Proton"" Jeffries asks Leonard for help on a project instead of him. Raj gets upset at Howard for crashing his night with the girls.",Big Bang Theory
216,The Itchy Brain Simulation,"Sheldon demands Leonard make up for a mistake from their past. Penny confronts Raj's ex-girlfriend, Lucy.",Big Bang Theory
217,The Thanksgiving Decoupling,"The gang spend Thanksgiving at Mrs. Wolowitz's house. Howard tries to bond with his father-in-law, and a mistake from Penny's past comes back to haunt her.",Big Bang Theory
218,The Discovery Dissipation,Leonard has to deal with the fallout of disproving Sheldon's new scientific discovery. Raj spends a week at Howard and Bernadette's apartment.,Big Bang Theory
219,The Cooper Extraction,"While Sheldon is at home in Texas, the rest of the gang decorate for Christmas and think about how much he has affected their lives.",Big Bang Theory
220,The Hesitation Ramification,"After Leonard tries to help Penny following a failed role on a TV show, she makes an important decision. Meanwhile, Raj and Stuart try to practice their social skills, and Sheldon navigates the intricacies of being funny.",Big Bang Theory
221,The Occupation Recalibration,Sheldon tries to relax after he is forced to take a vacation. Leonard struggles to be supportive of Penny after she quits her job. Amy receives unwanted attention from a co-worker. Bernadette seeks Stuart's help in replacing one of Howard's comic books.,Big Bang Theory
222,The Convention Conundrum,"When the guys can't get hold of any Comic-Con tickets, Sheldon tries to hold his own convention and ends up spending a wild night with James Earl Jones. Meanwhile, the girls try to feel more mature by going to a fancy hotel for tea.",Big Bang Theory
223,The Locomotive Manipulation,Sheldon and Amy take a train ride to Napa Valley with Howard and Bernadette on Valentine's Day. Leonard and Penny take Raj's dog to the vet when she accidentally eats some chocolate.,Big Bang Theory
224,The Table Polarization,"Leonard's purchase of a dining room table causes Sheldon to reevaluate the changes in his life. Meanwhile, Howard is offered a chance to go back to space and Bernadette struggles with whether or not to encourage him.",Big Bang Theory
225,The Friendship Turbulence,"After arguing with Sheldon, Howard tries to make amends by taking him to NASA headquarters in Houston. Penny has second thoughts about quitting her waitressing job when her car dies. Amy gets involved in trying to find Raj a date.",Big Bang Theory
